date,location_key,state_name,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen
2021-01-12,US_AK,Alaska,,22486.0,,5400.0,,,,,,
2021-01-13,US_AK,Alaska,2055.0,24541.0,766.0,6166.0,,,,,,
2021-01-14,US_AK,Alaska,10967.0,35508.0,0.0,,,,,,,
2021-01-15,US_AK,Alaska,4038.0,39546.0,3240.0,9406.0,,,,,,
2021-01-19,US_AK,Alaska,15888.0,55434.0,1396.0,10802.0,,,,,,
2021-01-20,US_AK,Alaska,1477.0,56911.0,481.0,11283.0,,,,,,
2021-01-21,US_AK,Alaska,2538.0,59449.0,1069.0,12352.0,,,,,,
2021-01-22,US_AK,Alaska,7813.0,67262.0,1366.0,13718.0,,,,,,
2021-01-23,US_AK,Alaska,5752.0,73014.0,1488.0,15206.0,,,,,,
2021-01-24,US_AK,Alaska,4911.0,77925.0,995.0,16201.0,,,,,,
2021-01-25,US_AK,Alaska,2301.0,80226.0,472.0,16673.0,,,,,,
2021-01-26,US_AK,Alaska,974.0,81200.0,142.0,16815.0,,,,,,
2021-01-27,US_AK,Alaska,2163.0,83363.0,1282.0,18097.0,,,,,,
2021-01-28,US_AK,Alaska,2309.0,85672.0,1948.0,20045.0,,,,,,
2021-01-29,US_AK,Alaska,2982.0,88654.0,1548.0,21593.0,,,,,,
2021-01-30,US_AK,Alaska,3140.0,91794.0,1727.0,23320.0,,,,,,
2021-01-31,US_AK,Alaska,3095.0,94889.0,1225.0,24545.0,,,,,,
2021-02-01,US_AK,Alaska,1507.0,96396.0,922.0,25467.0,,,,,,
2021-02-02,US_AK,Alaska,680.0,97076.0,740.0,26207.0,,,,,,
2021-02-03,US_AK,Alaska,1000.0,98076.0,1321.0,27528.0,,,,,,
2021-02-04,US_AK,Alaska,1520.0,99596.0,2644.0,30172.0,,,,,,
2021-02-05,US_AK,Alaska,1629.0,101225.0,2421.0,32593.0,,,,,,
2021-02-06,US_AK,Alaska,1938.0,103163.0,3180.0,35773.0,,,,,,
2021-02-07,US_AK,Alaska,3148.0,106311.0,3768.0,39541.0,,,,,,
2021-02-08,US_AK,Alaska,3579.0,109890.0,1271.0,40812.0,,,,,,
2021-02-09,US_AK,Alaska,1046.0,110936.0,886.0,41698.0,,,,,,
2021-02-10,US_AK,Alaska,1512.0,112448.0,1854.0,43552.0,,,,,,
2021-02-11,US_AK,Alaska,3553.0,116001.0,2454.0,46006.0,,,,,,
2021-02-12,US_AK,Alaska,2188.0,118189.0,2963.0,48969.0,,,,,,
2021-02-13,US_AK,Alaska,4274.0,122463.0,3411.0,52380.0,,,,,,
2021-02-14,US_AK,Alaska,3918.0,126381.0,4737.0,57117.0,,,,,,
2021-02-15,US_AK,Alaska,,,,,,,,,,
2021-02-16,US_AK,Alaska,3277.0,129658.0,3847.0,60964.0,,,,,,
2021-02-17,US_AK,Alaska,1093.0,130751.0,1510.0,62474.0,,,,,,
2021-02-18,US_AK,Alaska,2740.0,133491.0,2771.0,65245.0,,,,,,
2021-02-19,US_AK,Alaska,10396.0,143887.0,6647.0,71892.0,,,,,,
2021-02-20,US_AK,Alaska,4412.0,148299.0,6731.0,78623.0,,,,,,
2021-02-21,US_AK,Alaska,4050.0,152349.0,3649.0,82272.0,,,,,,
2021-02-22,US_AK,Alaska,1223.0,153572.0,1859.0,84131.0,,,,,,
2021-02-23,US_AK,Alaska,1046.0,154618.0,615.0,84746.0,,,,,,
2021-02-24,US_AK,Alaska,0.0,154618.0,2090.0,86836.0,,,,,,
2021-02-25,US_AK,Alaska,1649.0,156267.0,3378.0,90214.0,,,,,,
2021-02-26,US_AK,Alaska,5328.0,161595.0,2019.0,92233.0,,,,,,
2021-02-27,US_AK,Alaska,2144.0,163739.0,3098.0,95331.0,,,,,,
2021-02-28,US_AK,Alaska,2996.0,166735.0,2223.0,97554.0,,,,,,
2021-03-01,US_AK,Alaska,1334.0,168069.0,2362.0,99916.0,,,,,,
2021-03-02,US_AK,Alaska,577.0,168646.0,986.0,100902.0,,,,,,
2021-03-03,US_AK,Alaska,1940.0,170586.0,1480.0,102382.0,,,,,,
2021-03-04,US_AK,Alaska,1828.0,172414.0,1747.0,104129.0,,,,,,
2021-03-05,US_AK,Alaska,0.0,172414.0,2429.0,106558.0,,,,,,
2021-03-06,US_AK,Alaska,5823.0,178237.0,3495.0,110053.0,,,,,,
2021-03-07,US_AK,Alaska,2711.0,180948.0,3734.0,113787.0,,,,,,
2021-03-08,US_AK,Alaska,1282.0,182230.0,1848.0,115635.0,,64169.0,,51458.0,,2.0
2021-03-09,US_AK,Alaska,2676.0,184906.0,1710.0,117345.0,780.0,64949.0,928.0,52386.0,2.0,4.0
2021-03-10,US_AK,Alaska,3375.0,188281.0,1728.0,119073.0,1006.0,65955.0,720.0,53106.0,2.0,6.0
2021-03-11,US_AK,Alaska,2431.0,190712.0,-119073.0,0.0,2062.0,68017.0,1060.0,54166.0,1.0,7.0
2021-03-12,US_AK,Alaska,3239.0,193951.0,0.0,0.0,-237.0,67780.0,1000.0,55166.0,31.0,38.0
2021-03-13,US_AK,Alaska,0.0,193951.0,124170.0,124170.0,1131.0,68911.0,48.0,55214.0,0.0,38.0
2021-03-14,US_AK,Alaska,8459.0,202410.0,6687.0,130857.0,4001.0,72912.0,2300.0,57514.0,386.0,424.0
2021-03-15,US_AK,Alaska,2846.0,205256.0,1675.0,132532.0,213.0,73125.0,721.0,58235.0,741.0,1165.0
2021-03-16,US_AK,Alaska,1147.0,206403.0,1375.0,133907.0,979.0,74104.0,358.0,58593.0,38.0,1203.0
2021-03-17,US_AK,Alaska,4529.0,210932.0,1903.0,135810.0,1179.0,75283.0,503.0,59096.0,221.0,1424.0
2021-03-18,US_AK,Alaska,2500.0,213432.0,2654.0,138464.0,815.0,76098.0,1725.0,60821.0,114.0,1538.0
2021-03-19,US_AK,Alaska,3349.0,216781.0,1705.0,140169.0,678.0,76776.0,869.0,61690.0,158.0,1696.0
2021-03-20,US_AK,Alaska,4376.0,221157.0,3180.0,143349.0,594.0,77370.0,1657.0,63347.0,928.0,2624.0
2021-03-21,US_AK,Alaska,7176.0,228333.0,2626.0,145975.0,1144.0,78514.0,1319.0,64666.0,163.0,2787.0
2021-03-22,US_AK,Alaska,2281.0,230614.0,928.0,146903.0,560.0,79074.0,293.0,64959.0,75.0,2862.0
2021-03-23,US_AK,Alaska,728.0,231342.0,311.0,147214.0,56.0,79130.0,181.0,65140.0,74.0,2936.0
2021-03-24,US_AK,Alaska,1695.0,233037.0,1511.0,148725.0,566.0,79696.0,615.0,65755.0,329.0,3265.0
2021-03-25,US_AK,Alaska,3025.0,236062.0,2255.0,150980.0,1254.0,80950.0,886.0,66641.0,115.0,3380.0
2021-03-26,US_AK,Alaska,3537.0,239599.0,2726.0,153706.0,889.0,81839.0,814.0,67455.0,1023.0,4403.0
2021-03-27,US_AK,Alaska,3134.0,242733.0,2992.0,156698.0,1719.0,83558.0,993.0,68448.0,280.0,4683.0
2021-03-28,US_AK,Alaska,2622.0,245355.0,3499.0,160197.0,1636.0,85194.0,1547.0,69995.0,316.0,4999.0
2021-03-29,US_AK,Alaska,1160.0,246515.0,735.0,160932.0,403.0,85597.0,242.0,70237.0,90.0,5089.0
2021-03-30,US_AK,Alaska,582.0,247097.0,572.0,161504.0,315.0,85912.0,164.0,70401.0,93.0,5182.0
2021-03-31,US_AK,Alaska,1614.0,248711.0,1596.0,163100.0,628.0,86540.0,639.0,71040.0,329.0,5511.0
2021-04-01,US_AK,Alaska,1667.0,250378.0,2225.0,165325.0,1139.0,87679.0,903.0,71943.0,182.0,5693.0
2021-04-02,US_AK,Alaska,2208.0,252586.0,2236.0,167561.0,1103.0,88782.0,751.0,72694.0,382.0,6075.0
2021-04-03,US_AK,Alaska,1677.0,254263.0,3186.0,170747.0,1427.0,90209.0,1408.0,74102.0,351.0,6426.0
2021-04-04,US_AK,Alaska,3112.0,257375.0,6078.0,176825.0,2800.0,93009.0,2443.0,76545.0,835.0,7261.0
2021-04-05,US_AK,Alaska,1001.0,258376.0,2061.0,178886.0,1214.0,94223.0,614.0,77159.0,233.0,7494.0
2021-04-06,US_AK,Alaska,508.0,258884.0,473.0,179359.0,129.0,94352.0,211.0,77370.0,133.0,7627.0
2021-04-07,US_AK,Alaska,1738.0,260622.0,2565.0,181924.0,1193.0,95545.0,938.0,78308.0,433.0,8060.0
2021-04-08,US_AK,Alaska,2497.0,263119.0,4673.0,186597.0,2478.0,98023.0,1563.0,79871.0,632.0,8692.0
2021-04-09,US_AK,Alaska,2349.0,265468.0,3361.0,189958.0,1379.0,99402.0,1372.0,81243.0,610.0,9302.0
2021-04-10,US_AK,Alaska,0.0,265468.0,0.0,189958.0,0.0,99402.0,0.0,81243.0,0.0,9302.0
2021-04-11,US_AK,Alaska,3119.0,268587.0,4856.0,194814.0,2739.0,102141.0,1514.0,82757.0,603.0,9905.0
2021-04-12,US_AK,Alaska,3625.0,272212.0,6981.0,201795.0,2536.0,104677.0,3342.0,86099.0,1102.0,11007.0
2021-04-13,US_AK,Alaska,10472.0,282684.0,20612.0,222407.0,11203.0,115880.0,8323.0,94422.0,1085.0,12092.0
2021-04-14,US_AK,Alaska,1426.0,284110.0,2724.0,225131.0,873.0,116753.0,1323.0,95745.0,527.0,12619.0
2021-04-15,US_AK,Alaska,83.0,284193.0,90.0,225221.0,27.0,116780.0,55.0,95800.0,8.0,12627.0
2021-04-16,US_AK,Alaska,1907.0,286100.0,3112.0,228333.0,1039.0,117819.0,2037.0,97837.0,36.0,12663.0
2021-04-17,US_AK,Alaska,1940.0,288040.0,3060.0,231393.0,1336.0,119155.0,1656.0,99493.0,68.0,12731.0
2021-04-18,US_AK,Alaska,2463.0,290503.0,3160.0,234553.0,1921.0,121076.0,1197.0,100690.0,42.0,12773.0
2021-04-19,US_AK,Alaska,953.0,291456.0,1113.0,235666.0,562.0,121638.0,534.0,101224.0,17.0,12790.0
2021-04-20,US_AK,Alaska,0.0,291456.0,0.0,235666.0,0.0,121638.0,0.0,101224.0,0.0,12790.0
2021-04-21,US_AK,Alaska,2875.0,294331.0,4147.0,239813.0,1784.0,123422.0,2355.0,103579.0,8.0,12798.0
2021-04-22,US_AK,Alaska,2580.0,296911.0,2661.0,242474.0,1570.0,124992.0,1081.0,104660.0,8.0,12806.0
2021-04-23,US_AK,Alaska,1136.0,298047.0,2254.0,244728.0,899.0,125891.0,1331.0,105991.0,24.0,12830.0
2021-04-24,US_AK,Alaska,1265.0,299312.0,2093.0,246821.0,784.0,126675.0,1300.0,107291.0,8.0,12838.0
2021-04-25,US_AK,Alaska,1039.0,300351.0,1607.0,248428.0,728.0,127403.0,874.0,108165.0,6.0,12844.0
2021-04-26,US_AK,Alaska,355.0,300706.0,608.0,249036.0,135.0,127538.0,445.0,108610.0,28.0,12872.0
2021-04-27,US_AK,Alaska,506.0,301212.0,511.0,249547.0,91.0,127629.0,411.0,109021.0,9.0,12881.0
2021-04-28,US_AK,Alaska,558.0,301770.0,1147.0,250694.0,758.0,128387.0,348.0,109369.0,40.0,12921.0
2021-04-29,US_AK,Alaska,2887.0,304657.0,4314.0,255008.0,2123.0,130510.0,2037.0,111406.0,154.0,13075.0
2021-04-30,US_AK,Alaska,738.0,305395.0,1556.0,256564.0,748.0,131258.0,668.0,112074.0,139.0,13214.0
2021-05-01,US_AK,Alaska,2316.0,307711.0,5653.0,262217.0,3395.0,134653.0,1884.0,113958.0,374.0,13588.0
2021-05-02,US_AK,Alaska,0.0,307711.0,0.0,262217.0,0.0,134653.0,0.0,113958.0,0.0,13588.0
2021-05-03,US_AK,Alaska,945.0,308656.0,1386.0,263603.0,600.0,135253.0,574.0,114532.0,211.0,13799.0
2021-05-04,US_AK,Alaska,190.0,308846.0,151.0,263754.0,28.0,135281.0,95.0,114627.0,28.0,13827.0
2021-05-05,US_AK,Alaska,672.0,309518.0,811.0,264565.0,382.0,135663.0,343.0,114970.0,86.0,13913.0
2021-05-06,US_AK,Alaska,897.0,310415.0,1304.0,265869.0,606.0,136269.0,525.0,115495.0,173.0,14086.0
2021-05-07,US_AK,Alaska,982.0,311397.0,1091.0,266960.0,518.0,136787.0,404.0,115899.0,167.0,14253.0
2021-05-08,US_AK,Alaska,1078.0,312475.0,1359.0,268319.0,849.0,137636.0,291.0,116190.0,219.0,14472.0
2021-05-09,US_AK,Alaska,60.0,312535.0,86.0,268405.0,19.0,137655.0,57.0,116247.0,9.0,14481.0
2021-05-10,US_AK,Alaska,1535.0,314070.0,2517.0,270922.0,1244.0,138899.0,779.0,117026.0,493.0,14974.0
2021-05-11,US_AK,Alaska,507.0,314577.0,564.0,271486.0,220.0,139119.0,170.0,117196.0,174.0,15148.0
2021-05-12,US_AK,Alaska,555.0,315132.0,770.0,272256.0,282.0,139401.0,376.0,117572.0,112.0,15260.0
2021-05-13,US_AK,Alaska,751.0,315883.0,1054.0,273310.0,409.0,139810.0,463.0,118035.0,181.0,15441.0
2021-05-14,US_AK,Alaska,1041.0,316924.0,983.0,274293.0,304.0,140114.0,403.0,118438.0,276.0,15717.0
2021-05-15,US_AK,Alaska,1669.0,318593.0,1388.0,275681.0,787.0,140901.0,340.0,118778.0,261.0,15978.0
2021-05-16,US_AK,Alaska,2114.0,320707.0,1223.0,276904.0,519.0,141420.0,434.0,119212.0,270.0,16248.0
2021-05-17,US_AK,Alaska,-2.0,320705.0,-2.0,276902.0,-1.0,141419.0,-1.0,119211.0,0.0,16248.0
2021-05-18,US_AK,Alaska,959.0,321664.0,559.0,277461.0,168.0,141587.0,216.0,119427.0,175.0,16423.0
2021-05-19,US_AK,Alaska,2199.0,323863.0,844.0,278305.0,329.0,141916.0,271.0,119698.0,244.0,16667.0
2021-05-20,US_AK,Alaska,1366.0,325229.0,1159.0,279464.0,332.0,142248.0,568.0,120266.0,258.0,16925.0
2021-05-21,US_AK,Alaska,0.0,325229.0,0.0,279464.0,0.0,142248.0,0.0,120266.0,0.0,16925.0
2021-05-22,US_AK,Alaska,3640.0,328869.0,2147.0,281611.0,665.0,142913.0,888.0,121154.0,592.0,17517.0
2021-05-23,US_AK,Alaska,1736.0,330605.0,1116.0,282727.0,308.0,143221.0,394.0,121548.0,413.0,17930.0
2021-05-24,US_AK,Alaska,638.0,331243.0,323.0,283050.0,86.0,143307.0,150.0,121698.0,87.0,18017.0
2021-05-25,US_AK,Alaska,320.0,331563.0,241.0,283291.0,110.0,143417.0,56.0,121754.0,75.0,18092.0
2021-05-26,US_AK,Alaska,961.0,332524.0,617.0,283908.0,155.0,143572.0,235.0,121989.0,227.0,18319.0
2021-05-27,US_AK,Alaska,1068.0,333592.0,823.0,284731.0,325.0,143897.0,270.0,122259.0,228.0,18547.0
2021-05-28,US_AK,Alaska,1518.0,335110.0,1028.0,285759.0,315.0,144212.0,447.0,122706.0,266.0,18813.0
2021-05-29,US_AK,Alaska,1284.0,336394.0,1034.0,286793.0,264.0,144476.0,522.0,123228.0,248.0,19061.0
2021-05-30,US_AK,Alaska,973.0,337367.0,738.0,287531.0,322.0,144798.0,234.0,123462.0,182.0,19243.0
2021-05-31,US_AK,Alaska,0.0,337367.0,0.0,287531.0,0.0,144798.0,0.0,123462.0,0.0,19243.0
2021-06-01,US_AK,Alaska,726.0,338093.0,493.0,288024.0,167.0,144965.0,187.0,123649.0,139.0,19382.0
2021-06-02,US_AK,Alaska,136.0,338229.0,99.0,288123.0,36.0,145001.0,44.0,123693.0,19.0,19401.0
2021-06-03,US_AK,Alaska,895.0,339124.0,1035.0,289158.0,466.0,145467.0,432.0,124125.0,137.0,19538.0
2021-06-04,US_AK,Alaska,976.0,340100.0,938.0,290096.0,459.0,145926.0,274.0,124399.0,205.0,19743.0
2021-06-05,US_AK,Alaska,857.0,340957.0,1212.0,291308.0,689.0,146615.0,280.0,124679.0,243.0,19986.0
2021-06-06,US_AK,Alaska,981.0,341938.0,1686.0,292994.0,1139.0,147754.0,289.0,124968.0,257.0,20243.0
2021-06-07,US_AK,Alaska,718.0,342656.0,1064.0,294058.0,607.0,148361.0,341.0,125309.0,116.0,20359.0
2021-06-08,US_AK,Alaska,256.0,342912.0,266.0,294324.0,147.0,148508.0,55.0,125364.0,64.0,20423.0
2021-06-09,US_AK,Alaska,98.0,343010.0,95.0,294419.0,78.0,148586.0,12.0,125376.0,5.0,20428.0
2021-06-10,US_AK,Alaska,720.0,343730.0,1765.0,296184.0,1365.0,149951.0,185.0,125561.0,212.0,20640.0
2021-06-11,US_AK,Alaska,729.0,344459.0,1008.0,297192.0,685.0,150636.0,166.0,125727.0,157.0,20797.0
2021-06-12,US_AK,Alaska,824.0,345283.0,1352.0,298544.0,869.0,151505.0,251.0,125978.0,232.0,21029.0
2021-06-13,US_AK,Alaska,551.0,345834.0,884.0,299428.0,558.0,152063.0,213.0,126191.0,112.0,21141.0
2021-06-14,US_AK,Alaska,625.0,346459.0,1022.0,300450.0,692.0,152755.0,236.0,126427.0,94.0,21235.0
2021-06-15,US_AK,Alaska,405.0,346864.0,579.0,301029.0,381.0,153136.0,112.0,126539.0,86.0,21321.0
2021-06-16,US_AK,Alaska,637.0,347501.0,918.0,301947.0,440.0,153576.0,284.0,126823.0,194.0,21515.0
2021-06-17,US_AK,Alaska,625.0,348126.0,873.0,302820.0,499.0,154075.0,227.0,127050.0,146.0,21661.0
2021-06-18,US_AK,Alaska,542.0,348668.0,876.0,303696.0,555.0,154630.0,207.0,127257.0,113.0,21774.0
2021-06-19,US_AK,Alaska,621.0,349289.0,849.0,304545.0,533.0,155163.0,202.0,127459.0,113.0,21887.0
2021-06-20,US_AK,Alaska,480.0,349769.0,650.0,305195.0,390.0,155553.0,153.0,127612.0,106.0,21993.0
2021-06-21,US_AK,Alaska,576.0,350345.0,753.0,305948.0,409.0,155962.0,275.0,127887.0,69.0,22062.0
2021-06-22,US_AK,Alaska,128.0,350473.0,124.0,306072.0,73.0,156035.0,29.0,127916.0,22.0,22084.0
2021-06-23,US_AK,Alaska,303.0,350776.0,338.0,306410.0,214.0,156249.0,58.0,127974.0,66.0,22150.0
2021-06-24,US_AK,Alaska,774.0,351550.0,836.0,307246.0,436.0,156685.0,174.0,128148.0,226.0,22376.0
2021-06-25,US_AK,Alaska,586.0,352136.0,642.0,307888.0,416.0,157101.0,119.0,128267.0,107.0,22483.0
2021-06-26,US_AK,Alaska,1843.0,353979.0,2316.0,310204.0,1988.0,159089.0,168.0,128435.0,160.0,22643.0
2021-06-27,US_AK,Alaska,732.0,354711.0,1113.0,311317.0,807.0,159896.0,168.0,128603.0,138.0,22781.0
2021-06-28,US_AK,Alaska,1040.0,355751.0,1014.0,312331.0,576.0,160472.0,358.0,128961.0,80.0,22861.0
2021-06-29,US_AK,Alaska,1083.0,356834.0,515.0,312846.0,290.0,160762.0,193.0,129154.0,32.0,22893.0
2021-06-30,US_AK,Alaska,1477.0,358311.0,863.0,313709.0,573.0,161335.0,145.0,129299.0,145.0,23038.0
2021-07-01,US_AK,Alaska,652.0,358963.0,780.0,314489.0,493.0,161828.0,173.0,129472.0,114.0,23152.0
2021-07-02,US_AK,Alaska,3721.0,362684.0,3877.0,318366.0,2109.0,163937.0,883.0,130355.0,884.0,24036.0
2021-07-03,US_AK,Alaska,694.0,363378.0,717.0,319083.0,449.0,164386.0,148.0,130503.0,118.0,24154.0
2021-07-04,US_AK,Alaska,931.0,364309.0,1418.0,320501.0,936.0,165322.0,376.0,130879.0,106.0,24260.0
2021-07-05,US_AK,Alaska,0.0,364309.0,0.0,320501.0,0.0,165322.0,0.0,130879.0,0.0,24260.0
2021-07-06,US_AK,Alaska,1936.0,366245.0,2487.0,322988.0,1275.0,166597.0,1149.0,132028.0,63.0,24323.0
2021-07-07,US_AK,Alaska,60.0,366305.0,72.0,323060.0,26.0,166623.0,35.0,132063.0,11.0,24334.0
2021-07-08,US_AK,Alaska,611.0,366916.0,657.0,323717.0,424.0,167047.0,106.0,132169.0,127.0,24461.0
2021-07-09,US_AK,Alaska,550.0,367466.0,686.0,324403.0,495.0,167542.0,80.0,132249.0,111.0,24572.0
2021-07-10,US_AK,Alaska,690.0,368156.0,715.0,325118.0,402.0,167944.0,107.0,132356.0,206.0,24778.0
2021-07-11,US_AK,Alaska,546.0,368702.0,571.0,325689.0,342.0,168286.0,139.0,132495.0,90.0,24868.0
2021-07-12,US_AK,Alaska,309.0,369011.0,253.0,325942.0,142.0,168428.0,50.0,132545.0,61.0,24929.0
2021-07-13,US_AK,Alaska,196.0,369207.0,147.0,326089.0,106.0,168534.0,20.0,132565.0,21.0,24950.0
2021-07-14,US_AK,Alaska,429.0,369636.0,618.0,326707.0,430.0,168964.0,110.0,132675.0,76.0,25026.0
2021-07-15,US_AK,Alaska,480.0,370116.0,582.0,327289.0,408.0,169372.0,88.0,132763.0,86.0,25112.0
2021-07-16,US_AK,Alaska,630.0,370746.0,654.0,327943.0,417.0,169789.0,123.0,132886.0,113.0,25225.0
2021-07-17,US_AK,Alaska,416.0,371162.0,461.0,328404.0,324.0,170113.0,68.0,132954.0,69.0,25294.0
2021-07-18,US_AK,Alaska,1423.0,372585.0,915.0,329319.0,686.0,170799.0,144.0,133098.0,85.0,25379.0
2021-07-19,US_AK,Alaska,177.0,372762.0,133.0,329452.0,72.0,170871.0,32.0,133130.0,29.0,25408.0
2021-07-20,US_AK,Alaska,0.0,372762.0,0.0,329452.0,0.0,170871.0,0.0,133130.0,0.0,25408.0
2021-07-21,US_AK,Alaska,-1700.0,371062.0,139.0,329591.0,52.0,170923.0,-25.0,133105.0,111.0,25519.0
2021-07-22,US_AK,Alaska,452.0,371514.0,390.0,329981.0,210.0,171133.0,102.0,133207.0,78.0,25597.0
2021-07-23,US_AK,Alaska,618.0,372132.0,425.0,330406.0,255.0,171388.0,69.0,133276.0,101.0,25698.0
2021-07-24,US_AK,Alaska,770.0,372902.0,487.0,330893.0,264.0,171652.0,100.0,133376.0,123.0,25821.0
2021-07-25,US_AK,Alaska,38.0,372940.0,33.0,330926.0,6.0,171658.0,15.0,133391.0,12.0,25833.0
2021-07-26,US_AK,Alaska,1085.0,374025.0,535.0,331461.0,283.0,171941.0,140.0,133531.0,112.0,25945.0
2021-07-27,US_AK,Alaska,256.0,374281.0,106.0,331567.0,51.0,171992.0,30.0,133561.0,25.0,25970.0
2021-07-28,US_AK,Alaska,455.0,374736.0,251.0,331818.0,105.0,172097.0,59.0,133620.0,87.0,26057.0
2021-07-29,US_AK,Alaska,623.0,375359.0,318.0,332136.0,188.0,172285.0,44.0,133664.0,86.0,26143.0
2021-07-30,US_AK,Alaska,795.0,376154.0,542.0,332678.0,286.0,172571.0,108.0,133772.0,148.0,26291.0
2021-07-31,US_AK,Alaska,728.0,376882.0,414.0,333092.0,253.0,172824.0,66.0,133838.0,95.0,26386.0
2021-08-01,US_AK,Alaska,66.0,376948.0,34.0,333126.0,14.0,172838.0,10.0,133848.0,10.0,26396.0
2021-08-02,US_AK,Alaska,71.0,377019.0,49.0,333175.0,39.0,172877.0,3.0,133851.0,7.0,26403.0
2021-08-03,US_AK,Alaska,1376.0,378395.0,704.0,333879.0,364.0,173241.0,157.0,134008.0,182.0,26585.0
2021-08-04,US_AK,Alaska,627.0,379022.0,387.0,334266.0,222.0,173463.0,58.0,134066.0,106.0,26691.0
2021-08-05,US_AK,Alaska,837.0,379859.0,450.0,334716.0,234.0,173697.0,116.0,134182.0,100.0,26791.0
2021-08-06,US_AK,Alaska,784.0,380643.0,447.0,335163.0,223.0,173920.0,99.0,134281.0,125.0,26916.0
2021-08-07,US_AK,Alaska,827.0,381470.0,401.0,335564.0,232.0,174152.0,73.0,134354.0,95.0,27011.0
2021-08-08,US_AK,Alaska,149.0,381619.0,100.0,335664.0,57.0,174209.0,25.0,134379.0,18.0,27029.0
2021-08-09,US_AK,Alaska,20.0,381639.0,10.0,335674.0,5.0,174214.0,3.0,134382.0,2.0,27031.0
2021-08-10,US_AK,Alaska,247.0,381886.0,138.0,335812.0,91.0,174305.0,28.0,134410.0,19.0,27050.0
2021-08-11,US_AK,Alaska,722.0,382608.0,408.0,336220.0,254.0,174559.0,66.0,134476.0,87.0,27137.0
2021-08-12,US_AK,Alaska,666.0,383274.0,402.0,336622.0,204.0,174763.0,91.0,134567.0,107.0,27244.0
2021-08-13,US_AK,Alaska,917.0,384191.0,612.0,337234.0,392.0,175155.0,120.0,134687.0,100.0,27344.0
2021-08-14,US_AK,Alaska,780.0,384971.0,512.0,337746.0,310.0,175465.0,85.0,134772.0,117.0,27461.0
2021-08-15,US_AK,Alaska,82.0,385053.0,61.0,337807.0,31.0,175496.0,20.0,134792.0,10.0,27471.0
2021-08-16,US_AK,Alaska,1126.0,386179.0,742.0,338549.0,498.0,175994.0,118.0,134910.0,126.0,27597.0
2021-08-17,US_AK,Alaska,421.0,386600.0,323.0,338872.0,143.0,176137.0,13.0,134923.0,167.0,27764.0
2021-08-18,US_AK,Alaska,573.0,387173.0,432.0,339304.0,296.0,176433.0,64.0,134987.0,71.0,27835.0
2021-08-19,US_AK,Alaska,818.0,387991.0,521.0,339825.0,345.0,176778.0,87.0,135074.0,89.0,27924.0
2021-08-20,US_AK,Alaska,787.0,388778.0,552.0,340377.0,357.0,177135.0,102.0,135176.0,92.0,28016.0
2021-08-21,US_AK,Alaska,748.0,389526.0,587.0,340964.0,364.0,177499.0,136.0,135312.0,87.0,28103.0
2021-08-22,US_AK,Alaska,113.0,389639.0,100.0,341064.0,77.0,177576.0,11.0,135323.0,12.0,28115.0
2021-08-23,US_AK,Alaska,24.0,389663.0,15.0,341079.0,7.0,177583.0,3.0,135326.0,5.0,28120.0
2021-08-24,US_AK,Alaska,1290.0,390953.0,996.0,342075.0,672.0,178255.0,218.0,135544.0,106.0,28226.0
2021-08-25,US_AK,Alaska,822.0,391775.0,576.0,342651.0,393.0,178648.0,116.0,135660.0,66.0,28292.0
2021-08-26,US_AK,Alaska,887.0,392662.0,623.0,343274.0,359.0,179007.0,144.0,135804.0,119.0,28411.0
2021-08-27,US_AK,Alaska,850.0,393512.0,631.0,343905.0,352.0,179359.0,153.0,135957.0,126.0,28537.0
2021-08-28,US_AK,Alaska,0.0,393512.0,0.0,343905.0,0.0,179359.0,0.0,135957.0,0.0,28537.0
2021-08-29,US_AK,Alaska,973.0,394485.0,561.0,344466.0,329.0,179688.0,145.0,136102.0,87.0,28624.0
2021-08-30,US_AK,Alaska,1584.0,396069.0,624.0,345090.0,308.0,179996.0,200.0,136302.0,116.0,28740.0
2021-08-31,US_AK,Alaska,474.0,396543.0,274.0,345364.0,210.0,180206.0,58.0,136360.0,6.0,28746.0
2021-09-01,US_AK,Alaska,789.0,397332.0,462.0,345826.0,254.0,180460.0,112.0,136472.0,95.0,28841.0
2021-09-02,US_AK,Alaska,931.0,398263.0,573.0,346399.0,328.0,180788.0,152.0,136624.0,93.0,28934.0
2021-09-03,US_AK,Alaska,997.0,399260.0,682.0,347081.0,401.0,181189.0,157.0,136781.0,124.0,29058.0
2021-09-04,US_AK,Alaska,801.0,400061.0,516.0,347597.0,329.0,181518.0,115.0,136896.0,72.0,29130.0
2021-09-05,US_AK,Alaska,0.0,400061.0,0.0,347597.0,0.0,181518.0,0.0,136896.0,0.0,29130.0
2021-09-06,US_AK,Alaska,0.0,400061.0,0.0,347597.0,0.0,181518.0,0.0,136896.0,0.0,29130.0
2021-09-07,US_AK,Alaska,3279.0,403340.0,3558.0,351155.0,2212.0,183730.0,635.0,137531.0,709.0,29839.0
